# CDC channels
# N ring straw roc slot channel
2149 21 143 26 10 16
2150 21 144 26 10 12
2151 21 145 26 10  8
2152 21 146 26 10  6
2153 21 147 26 10  5
2154 21 148 26 10  1
2155 21 149 26  8 23
2156 21 150 26  8 21
2157 21 151 26  8 18
2158 21 152 26  8 15
2159 21 153 26  8 12
2160 21 154 26  8  9
2161 21 155 26  8  6
2162 21 156 26  8  2
2163 21 157 26  8  1
2164 21 158 26  5 69
2165 21 159 26  5 65
2166 21 160 26  5 64
2167 21 161 26  5 60
2168 21 162 26  5 57
2169 21 163 26  5 54
2170 21 164 26  5 50
2171 21 165 26  5 49
2172 21 166 25  5 23
2173 21 167 25  5 19
2174 21 168 25  5 16
2175 21 169 25  5 12
2176 21 170 25  5 11
2177 22   1 25  5  4
2178 22   2 25  5  0
2179 22   3 25  5 37
2180 22   4 25  7 22
2181 22   5 25  7 20
2182 22   6 25  7 16
2183 22   7 25  7 12
2184 22   8 25  7  8
2185 22   9 25  7  4
2186 22  10 25  7  2
2187 22  11 25  7  0
2188 22  12 25 10 22
2189 22  13 25 10 18
2190 22  14 25 10 16
2191 22  15 25 10 12
2192 22  16 25 10  8
2193 22  17 25 10  4
2194 22  18 25 10  2
2195 22  19 25 10  0
2196 22  20 25 13 22
2197 22  21 25 13 20
2198 22  22 25 13 16
2199 22  23 25 13 12
2200 22  24 25 13  8
2201 22  25 25 13  4
2202 22  26 25 13  2
2203 22  27 25 13  0
2204 22  28 25 14 22
2205 22  29 25 14 18
2206 22  30 25 14 16
2207 22  31 25 14 12
2208 22  32 25 14  8
2209 22  33 25 14  4
2210 22  34 25 14  2
2211 22  35 25 14  0
2212 22  36 25 17 22
2213 22  37 25 17 20
2214 22  38 25 17 16
2215 22  39 25 17 12
2216 22  40 25 17  8
2217 22  41 25 17  4
2218 22  42 25 17  2
2219 22  43 25 17  0
2220 22  44 27 16 22
2221 22  45 27 16 18
2222 22  46 27 16 16
2223 22  47 27 16 12
2224 22  48 27 16  8
2225 22  49 27 16  4
2226 22  50 27 16  2
2227 22  51 27 16  0
2228 22  52 27 10 70
2229 22  53 27 10 66
2230 22  54 27 10 62
2231 22  55 27 10 60
2232 22  56 27 10 56
2233 22  57 27 10 52
2234 22  58 27 10 50
2235 22  59 27 10 48
2236 22  60 27  9 22
2237 22  61 27  9 20
2238 22  62 27  9 16
2239 22  63 27  9 12
2240 22  64 27  9  8
2241 22  65 27  9  4
2242 22  66 27  9  2
2243 22  67 27  9  0
2244 22  68 27  6 22
2245 22  69 27  6 18
2246 22  70 27  6 14
2247 22  71 27  6 12
2248 22  72 27  6  8
2249 22  73 27  6  4
2250 22  74 27  6  2
2251 22  75 27  6  0
2252 22  76 27  5 22
2253 22  77 27  5 20
2254 22  78 27  5 16
2255 22  79 27  5 12
2256 22  80 27  5  8
2257 22  81 27  5  4
2258 22  82 27  5  2
2259 22  83 27  5  0
2260 22  84 28  5 22
2261 22  85 28  5 18
2262 22  86 28  5 16
2263 22  87 28  5 12
2264 22  88 28  5  8
2265 22  89 28  5  4
2266 22  90 28  5  2
2267 22  91 28  5  0
2268 22  92 28  7 22
2269 22  93 28  7 20
2270 22  94 28  7 16
2271 22  95 28  7 12
2272 22  96 28  7  8
2273 22  97 28  7  4
2274 22  98 28  7  2
2275 22  99 28  7  0
2276 22 100 28  9 22
2277 22 101 28  9 18
2278 22 102 28  9 16
2279 22 103 28  9 12
2280 22 104 28  9  8
2281 22 105 28  9  4
2282 22 106 28  9  2
2283 22 107 28  9  0
2284 22 108 28 13 46
2285 22 109 28 13 44
2286 22 110 28 13 40
2287 22 111 28 13 36
2288 22 112 28 13 34
2289 22 113 28 13 28
2290 22 114 28 13 26
2291 22 115 28 13 24
2292 22 116 28 17 22
2293 22 117 28 17 20
2294 22 118 28 17 16
2295 22 119 28 17 14
2296 22 120 28 17 10
2297 22 121 28 17  6
2298 22 122 28 17  2
2299 22 123 28 17  0
2300 22 124 26 16 22
2301 22 125 26 16 20
2302 22 126 26 16 16
2303 22 127 26 16 12
2304 22 128 26 16  8
2305 22 129 26 16  4
2306 22 130 26 16  2
2307 22 131 26 16  0
2308 22 132 26 15 22
2309 22 133 26 15 20
2310 22 134 26 15 16
2311 22 135 26 15 12
2312 22 136 26 15 10
2313 22 137 26 15  4
2314 22 138 26 15  2
2315 22 139 26 15  0
2316 22 140 26 15 31
2317 22 141 26 10 20
2318 22 142 26 10 18
2319 22 143 26 10 14
2320 22 144 26 10 10
2321 22 145 26 10  4
2322 22 146 26 10  2
2323 22 147 26 10  0
2324 22 148 26 10 27
2325 22 149 26  8 22
2326 22 150 26  8 20
2327 22 151 26  8 16
2328 22 152 26  8 14
2329 22 153 26  8 10
2330 22 154 26  8  8
2331 22 155 26  8  4
2332 22 156 26  8  0
2333 22 157 26  5 70
2334 22 158 26  5 68
2335 22 159 26  5 66
2336 22 160 26  5 62
2337 22 161 26  5 58
2338 22 162 26  5 56
2339 22 163 26  5 52
2340 22 164 26  5 48
2341 22 165 25  5 22
2342 22 166 25  5 20
2343 22 167 25  5 18
2344 22 168 25  5 14
2345 22 169 25  5 10
2346 22 170 25  5  8
2347 23   1 25  5 45
2348 23   2 25  5 43
2349 23   3 25  5 39
2350 23   4 25  5 35
2351 23   5 25  5 33
2352 23   6 25  5 31
2353 23   7 25  5 27
2354 23   8 25  7 47
2355 23   9 25  7 43
2356 23  10 25  7 41
2357 23  11 25  7 37
2358 23  12 25  7 35
2359 23  13 25  7 33
2360 23  14 25  7 29
2361 23  15 25 10 47
2362 23  16 25 10 45
2363 23  17 25 10 43
2364 23  18 25 10 39
2365 23  19 25 10 37
2366 23  20 25 10 33
2367 23  21 25 10 31
2368 23  22 25 10 29
2369 23  23 25 10 25
2370 23  24 25 13 45
2371 23  25 25 13 43
2372 23  26 25 13 39
2373 23  27 25 13 35
2374 23  28 25 13 33
2375 23  29 25 13 31
2376 23  30 25 13 27
2377 23  31 25 14 47
2378 23  32 25 14 43
2379 23  33 25 14 41
2380 23  34 25 14 37
2381 23  35 25 14 33
2382 23  36 25 14 31
2383 23  37 25 14 27
2384 23  38 25 14 25
2385 23  39 25 17 45
2386 23  40 25 17 41
2387 23  41 25 17 39
2388 23  42 25 17 37
2389 23  43 25 17 33
2390 23  44 25 17 31
2391 23  45 25 17 27
2392 23  46 27 16 47
2393 23  47 27 16 43
2394 23  48 27 16 41
2395 23  49 27 16 39
2396 23  50 27 16 35
2397 23  51 27 16 33
2398 23  52 27 16 31
2399 23  53 27 16 27
2400 23  54 27 13 47
2401 23  55 27 13 43
2402 23  56 27 13 41
2403 23  57 27 13 37
2404 23  58 27 13 33
2405 23  59 27 13 31
2406 23  60 27 13 27
2407 23  61 27 13 25
2408 23  62 27  9 45
2409 23  63 27  9 43
2410 23  64 27  9 39
2411 23  65 27  9 33
2412 23  66 27  9 31
2413 23  67 27  9 29
2414 23  68 27  9 25
2415 23  69 27  7 45
2416 23  70 27  7 43
2417 23  71 27  7 39
2418 23  72 27  7 35
2419 23  73 27  7 33
2420 23  74 27  7 31
2421 23  75 27  7 27
2422 23  76 27  6 47
2423 23  77 27  6 43
2424 23  78 27  6 41
2425 23  79 27  6 39
2426 23  80 27  6 35
2427 23  81 27  6 33
2428 23  82 27  6 29
2429 23  83 27  5 47
2430 23  84 27  5 45
2431 23  85 27  5 43
2432 23  86 27  5 41
2433 23  87 27  5 37
2434 23  88 27  5 33
2435 23  89 27  5 31
2436 23  90 27  5 27
2437 23  91 28  5 47
2438 23  92 28  5 45
2439 23  93 28  5 41
2440 23  94 28  5 39
2441 23  95 28  5 35
2442 23  96 28  5 33
2443 23  97 28  5 29
2444 23  98 28  7 47
2445 23  99 28  7 45
2446 23 100 28  7 43
2447 23 101 28  7 39
2448 23 102 28  7 37
2449 23 103 28  7 35
2450 23 104 28  7 33
2451 23 105 28  7 29
2452 23 106 28  9 47
2453 23 107 28  9 45
2454 23 108 28  9 43
2455 23 109 28  9 41
2456 23 110 28  9 37
2457 23 111 28  9 33
2458 23 112 28  9 31
2459 23 113 28  9 27
2460 23 114 28 10 47
2461 23 115 28 10 45
2462 23 116 28 10 41
2463 23 117 28 10 39
2464 23 118 28 10 35
2465 23 119 28 10 33
2466 23 120 28 10 29
2467 23 121 28 10 27
2468 23 122 28 14 47
2469 23 123 28 14 43
2470 23 124 28 14 41
2471 23 125 28 14 39
2472 23 126 28 14 33
2473 23 127 28 14 29
2474 23 128 28 14 25
2475 23 129 28 17 47
2476 23 130 28 17 43
2477 23 131 28 17 41
2478 23 132 28 17 39
2479 23 133 28 17 35
2480 23 134 28 17 33
2481 23 135 28 17 31
2482 23 136 28 17 27
2483 23 137 26 16 47
2484 23 138 26 16 43
2485 23 139 26 16 41
2486 23 140 26 16 37
2487 23 141 26 16 33
2488 23 142 26 16 31
2489 23 143 26 16 27
2490 23 144 26 16 25
2491 23 145 26 15 45
2492 23 146 26 15 43
2493 23 147 26 15 39
2494 23 148 26 15 37
2495 23 149 26 15 33
2496 23 150 26 15 29
2497 23 151 26 15 27
2498 23 152 26 10 47
2499 23 153 26 10 43
2500 23 154 26 10 41
2501 23 155 26 10 37
2502 23 156 26 10 35
2503 23 157 26 10 33
2504 23 158 26 10 29
2505 23 159 26 10 25
2506 23 160 26  8 45
2507 23 161 26  8 41
2508 23 162 26  8 39
2509 23 163 26  8 37
2510 23 164 26  8 33
2511 23 165 26  8 31
2512 23 166 26  8 27
2513 23 167 26  6 47
2514 23 168 26  6 43
2515 23 169 26  6 41
2516 23 170 26  6 39
2517 23 171 26  6 35
2518 23 172 26  6 33
2519 23 173 26  6 31
2520 23 174 26  6 27
2521 23 175 26  4 23
2522 23 176 26  4 19
2523 23 177 26  4 17
2524 23 178 26  4 13
2525 23 179 26  4  9
2526 23 180 26  4  5
2527 23 181 26  4  1
2528 23 182 25  5 47
2529 24   1 25  5 46
2530 24   2 25  5 42
2531 24   3 25  5 41
2532 24   4 25  5 36
2533 24   5 25  5 30
2534 24   6 25  5 28
2535 24   7 25  5 29
2536 24   8 25  5 25
2537 24   9 25  7 45
2538 24  10 25  7 42
2539 24  11 25  7 39
2540 24  12 25  7 34
2541 24  13 25  7 30
2542 24  14 25  7 31
2543 24  15 25  7 27
2544 24  16 25  7 25
2545 24  17 25 10 44
2546 24  18 25 10 41
2547 24  19 25 10 38
2548 24  20 25 10 35
2549 24  21 25 10 30
2550 24  22 25 10 26
2551 24  23 25 10 27
2552 24  24 25 13 47
2553 24  25 25 13 42
2554 24  26 25 13 41
2555 24  27 25 13 36
2556 24  28 25 13 32
2557 24  29 25 13 30
2558 24  30 25 13 29
2559 24  31 25 13 25
2560 24  32 25 14 45
2561 24  33 25 14 42
2562 24  34 25 14 39
2563 24  35 25 14 34
2564 24  36 25 14 30
2565 24  37 25 14 29
2566 24  38 25 14 24
2567 24  39 25 17 47
2568 24  40 25 17 43
2569 24  41 25 17 40
2570 24  42 25 17 36
2571 24  43 25 17 35
2572 24  44 25 17 30
2573 24  45 25 17 29
2574 24  46 25 17 25
2575 24  47 27 16 45
2576 24  48 27 16 42
2577 24  49 27 16 38
2578 24  50 27 16 37
2579 24  51 27 16 32
2580 24  52 27 16 30
2581 24  53 27 16 29
2582 24  54 27 16 25
2583 24  55 27 13 45
2584 24  56 27 13 42
2585 24  57 27 13 39
2586 24  58 27 13 34
2587 24  59 27 13 30
2588 24  60 27 13 29
2589 24  61 27 13 24
2590 24  62 27  9 47
2591 24  63 27  9 42
2592 24  64 27  9 41
2593 24  65 27  9 36
2594 24  66 27  9 30
2595 24  67 27  9 28
2596 24  68 27  9 27
2597 24  69 27  7 47
2598 24  70 27  7 42
2599 24  71 27  7 38
2600 24  72 27  7 37
2601 24  73 27  7 32
2602 24  74 27  7 30
2603 24  75 27  7 29
2604 24  76 27  7 25
2605 24  77 27  6 45
2606 24  78 27  6 42
2607 24  79 27  6 38
2608 24  80 27  6 37
2609 24  81 27  6 30
2610 24  82 27  6 31
2611 24  83 27  6 27
2612 24  84 27  6 25
2613 24  85 27  5 44
2614 24  86 27  5 40
2615 24  87 27  5 39
2616 24  88 27  5 34
2617 24  89 27  5 30
2618 24  90 27  5 29
2619 24  91 27  5 25
2620 24  92 28  5 46
2621 24  93 28  5 43
2622 24  94 28  5 38
2623 24  95 28  5 34
2624 24  96 28  5 30
2625 24  97 28  5 31
2626 24  98 28  5 27
2627 24  99 28  5 25
2628 24 100 28  7 44
2629 24 101 28  7 41
2630 24 102 28  7 38
2631 24 103 28  7 34
2632 24 104 28  7 30
2633 24 105 28  7 31
2634 24 106 28  7 27
2635 24 107 28  7 25
2636 24 108 28  9 44
2637 24 109 28  9 40
2638 24 110 28  9 39
2639 24 111 28  9 34
2640 24 112 28  9 30
2641 24 113 28  9 29
2642 24 114 28  9 25
2643 24 115 28 10 46
2644 24 116 28 10 43
2645 24 117 28 10 40
2646 24 118 28 10 36
2647 24 119 28 10 30
2648 24 120 28 10 31
2649 24 121 28 10 24
2650 24 122 28 10 25
2651 24 123 28 14 45
2652 24 124 28 14 42
2653 24 125 28 14 38
2654 24 126 28 14 35
2655 24 127 28 14 30
2656 24 128 28 14 28
2657 24 129 28 14 27
2658 24 130 28 17 45
2659 24 131 28 17 42
2660 24 132 28 17 38
2661 24 133 28 17 37
2662 24 134 28 17 32
2663 24 135 28 17 30
2664 24 136 28 17 29
2665 24 137 28 17 25
2666 24 138 26 16 45
2667 24 139 26 16 42
2668 24 140 26 16 39
2669 24 141 26 16 36
2670 24 142 26 16 30
2671 24 143 26 16 29
2672 24 144 26 16 24
2673 24 145 26 15 47
2674 24 146 26 15 42
2675 24 147 26 15 41
2676 24 148 26 15 36
2677 24 149 26 15 35
2678 24 150 26 15 30
2679 24 151 26 15 26
2680 24 152 26 15 25
2681 24 153 26 10 45
2682 24 154 26 10 40
2683 24 155 26 10 39
2684 24 156 26 10 34
2685 24 157 26 10 30
2686 24 158 26 10 31
2687 24 159 26 10 24
2688 24 160 26  8 47
2689 24 161 26  8 43
2690 24 162 26  8 40
2691 24 163 26  8 36
2692 24 164 26  8 35
2693 24 165 26  8 30
2694 24 166 26  8 29
2695 24 167 26  8 25
2696 24 168 26  6 45
2697 24 169 26  6 42
2698 24 170 26  6 38
2699 24 171 26  6 37
2700 24 172 26  6 32
2701 24 173 26  6 30
2702 24 174 26  6 29
2703 24 175 26  6 25
2704 24 176 26  4 21
2705 24 177 26  4 18
2706 24 178 26  4 15
2707 24 179 26  4 10
2708 24 180 26  4  6
2709 24 181 26  4  3
2710 24 182 26  4  0
2711 25   1 25  5 44
2712 25   2 25  5 40
2713 25   3 25  5 38
2714 25   4 25  5 34
2715 25   5 25  5 32
2716 25   6 25  5 26
2717 25   7 25  5 24
2718 25   8 25  7 46
2719 25   9 25  7 44
2720 25  10 25  7 40
2721 25  11 25  7 38
2722 25  12 25  7 36
2723 25  13 25  7 32
2724 25  14 25  7 28
2725 25  15 25  7 26
2726 25  16 25  7 24
2727 25  17 25 10 46
2728 25  18 25 10 42
2729 25  19 25 10 40
2730 25  20 25 10 36
2731 25  21 25 10 34
2732 25  22 25 10 32
2733 25  23 25 10 28
2734 25  24 25 10 24
2735 25  25 25 13 46
2736 25  26 25 13 44
2737 25  27 25 13 40
2738 25  28 25 13 38
2739 25  29 25 13 34
2740 25  30 25 13 28
2741 25  31 25 13 26
2742 25  32 25 13 24
2743 25  33 25 14 46
2744 25  34 25 14 44
2745 25  35 25 14 40
2746 25  36 25 14 38
2747 25  37 25 14 36
2748 25  38 25 14 32
2749 25  39 25 14 28
2750 25  40 25 14 26
2751 25  41 25 17 46
2752 25  42 25 17 44
2753 25  43 25 17 42
2754 25  44 25 17 38
2755 25  45 25 17 34
2756 25  46 25 17 32
2757 25  47 25 17 28
2758 25  48 25 17 26
2759 25  49 25 17 24
2760 25  50 27 16 46
2761 25  51 27 16 44
2762 25  52 27 16 40
2763 25  53 27 16 36
2764 25  54 27 16 34
2765 25  55 27 16 28
2766 25  56 27 16 26
2767 25  57 27 16 24
2768 25  58 27 13 46
2769 25  59 27 13 44
2770 25  60 27 13 40
2771 25  61 27 13 38
2772 25  62 27 13 36
2773 25  63 27 13 32
2774 25  64 27 13 28
2775 25  65 27 13 26
2776 25  66 27  9 46
2777 25  67 27  9 44
2778 25  68 27  9 40
2779 25  69 27  9 38
2780 25  70 27  9 34
2781 25  71 27  9 32
2782 25  72 27  9 26
2783 25  73 27  9 24
2784 25  74 27  7 46
2785 25  75 27  7 44
2786 25  76 27  7 40
2787 25  77 27  7 36
2788 25  78 27  7 34
2789 25  79 27  7 28
2790 25  80 27  7 26
2791 25  81 27  7 24
2792 25  82 27  6 46
2793 25  83 27  6 44
2794 25  84 27  6 40
2795 25  85 27  6 36
2796 25  86 27  6 34
2797 25  87 27  6 32
2798 25  88 27  6 28
2799 25  89 27  6 26
2800 25  90 27  6 24
2801 25  91 27  5 46
2802 25  92 27  5 42
2803 25  93 27  5 38
2804 25  94 27  5 36
2805 25  95 27  5 32
2806 25  96 27  5 28
2807 25  97 27  5 26
2808 25  98 27  5 24
2809 25  99 28  5 44
2810 25 100 28  5 42
2811 25 101 28  5 40
2812 25 102 28  5 36
2813 25 103 28  5 32
2814 25 104 28  5 28
2815 25 105 28  5 26
2816 25 106 28  5 24
2817 25 107 28  7 46
2818 25 108 28  7 42
2819 25 109 28  7 40
2820 25 110 28  7 36
2821 25 111 28  7 32
2822 25 112 28  7 28
2823 25 113 28  7 26
2824 25 114 28  7 24
2825 25 115 28  9 59
2826 25 116 28  9 46
2827 25 117 28  9 42
2828 25 118 28  9 38
2829 25 119 28  9 36
2830 25 120 28  9 32
2831 25 121 28  9 28
2832 25 122 28  9 26
2833 25 123 28  9 24
2834 25 124 28 10 44
2835 25 125 28 10 42
2836 25 126 28 10 38
2837 25 127 28 10 34
2838 25 128 28 10 32
2839 25 129 28 10 28
2840 25 130 28 10 26
2841 25 131 28 13 55
2842 25 132 28 14 46
2843 25 133 28 14 44
2844 25 134 28 14 40
2845 25 135 28 14 36
2846 25 136 28 14 34
2847 25 137 28 14 32
2848 25 138 28 14 26
2849 25 139 28 14 24
2850 25 140 28 17 46
2851 25 141 28 17 44
2852 25 142 28 17 40
2853 25 143 28 17 36
2854 25 144 28 17 34
2855 25 145 28 17 28
2856 25 146 28 17 26
2857 25 147 28 17 24
2858 25 148 26 16 46
2859 25 149 26 16 44
2860 25 150 26 16 40
2861 25 151 26 16 38
2862 25 152 26 16 34
2863 25 153 26 16 32
2864 25 154 26 16 28
2865 25 155 26 16 26
2866 25 156 26 15 46
2867 25 157 26 15 44
2868 25 158 26 15 40
2869 25 159 26 15 38
2870 25 160 26 15 34
2871 25 161 26 15 32
2872 25 162 26 15 28
2873 25 163 26 15 24
2874 25 164 26 10 46
2875 25 165 26 10 44
2876 25 166 26 10 42
2877 25 167 26 10 38
2878 25 168 26 10 36
2879 25 169 26 10 32
2880 25 170 26 10 28
2881 25 171 26 10 26
2882 25 172 26  8 46
2883 25 173 26  8 44
2884 25 174 26  8 42
2885 25 175 26  8 38
2886 25 176 26  8 34
2887 25 177 26  8 32
2888 25 178 26  8 28
2889 25 179 26  8 26
2890 25 180 26  8 24
2891 25 181 26  6 46
2892 25 182 26  6 44
2893 25 183 26  6 40
2894 25 184 26  6 36
2895 25 185 26  6 34
2896 25 186 26  6 28
2897 25 187 26  6 26
2898 25 188 26  6 24
2899 25 189 26  4 22
2900 25 190 26  4 20
2901 25 191 26  4 16
2902 25 192 26  4 14
2903 25 193 26  4 12
2904 25 194 26  4  8
2905 25 195 26  4  4
2906 25 196 26  4  2
2907 25 197 25  5 61
2908 26   1 25  5 59
2909 26   2 25  5 57
2910 26   3 25  5 55
2911 26   4 25  5 51
2912 26   5 25  7 69
2913 26   6 25  7 67
2914 26   7 25  7 63
2915 26   8 25  7 61
2916 26   9 25  7 59
2917 26  10 25  7 55
2918 26  11 25  7 53
2919 26  12 25  7 49
2920 26  13 25 10 69
2921 26  14 25 10 65
2922 26  15 25 10 63
2923 26  16 25 10 59
2924 26  17 25 10 57
2925 26  18 25 10 55
2926 26  19 25 10 51
2927 26  20 25 13 69
2928 26  21 25 13 67
2929 26  22 25 13 65
2930 26  23 25 13 61
2931 26  24 25 13 59
2932 26  25 25 13 55
2933 26  26 25 13 53
2934 26  27 25 13 49
2935 26  28 25 14 69
2936 26  29 25 14 65
2937 26  30 25 14 63
2938 26  31 25 14 61
2939 26  32 25 14 57
2940 26  33 25 14 55
2941 26  34 25 14 51
2942 26  35 25 16 69
2943 26  36 25 16 67
2944 26  37 25 16 65
2945 26  38 25 16 61
2946 26  39 25 16 59
2947 26  40 25 16 57
2948 26  41 25 16 53
2949 26  42 25 16 49
2950 26  43 25 17 69
2951 26  44 25 17 67
2952 26  45 25 17 63
2953 26  46 25 17 61
2954 26  47 25 17 57
2955 26  48 25 17 55
2956 26  49 25 17 51
2957 26  50 27 16 69
2958 26  51 27 16 67
2959 26  52 27 16 65
2960 26  53 27 16 61
2961 26  54 27 16 59
2962 26  55 27 16 57
2963 26  56 27 16 53
2964 26  57 27 16 49
2965 26  58 27 13 69
2966 26  59 27 13 67
2967 26  60 27 13 63
2968 26  61 27 13 61
2969 26  62 27 13 59
2970 26  63 27 13 55
2971 26  64 27 13 53
2972 26  65 27 13 49
2973 26  66 27  9 67
2974 26  67 27  9 65
2975 26  68 27  9 63
2976 26  69 27  9 59
2977 26  70 27  9 57
2978 26  71 27  9 55
2979 26  72 27  9 51
2980 26  73 27  7 71
2981 26  74 27  7 67
2982 26  75 27  7 65
2983 26  76 27  7 63
2984 26  77 27  7 59
2985 26  78 27  7 55
2986 26  79 27  7 53
2987 26  80 27  7 51
2988 26  81 27  6 71
2989 26  82 27  6 67
2990 26  83 27  6 63
2991 26  84 27  6 61
2992 26  85 27  6 57
2993 26  86 27  6 55
2994 26  87 27  6 51
2995 26  88 27  6 49
2996 26  89 27  5 69
2997 26  90 27  5 65
2998 26  91 27  5 63
2999 26  92 27  5 59
3000 26  93 27  5 57
3001 26  94 27  5 55
3002 26  95 27  5 51
3003 26  96 28  5 71
3004 26  97 28  5 67
3005 26  98 28  5 65
3006 26  99 28  5 63
3007 26 100 28  5 59
3008 26 101 28  5 57
3009 26 102 28  5 55
3010 26 103 28  5 51
3011 26 104 28  7 69
3012 26 105 28  7 67
3013 26 106 28  7 65
3014 26 107 28  7 61
3015 26 108 28  7 59
3016 26 109 28  7 57
3017 26 110 28  7 53
3018 26 111 28  7 49
3019 26 112 28  9 67
3020 26 113 28  9 65
3021 26 114 28  9 63
3022 26 115 28  9 61
3023 26 116 28  9 57
3024 26 117 28  9 55
3025 26 118 28  9 51
3026 26 119 28 10 69
3027 26 120 28 10 67
3028 26 121 28 10 65
3029 26 122 28 10 61
3030 26 123 28 10 59
3031 26 124 28 10 57
3032 26 125 28 10 53
3033 26 126 28 10 49
3034 26 127 28 13 69
3035 26 128 28 13 65
3036 26 129 28 13 63
3037 26 130 28 13 61
3038 26 131 28 13 57
3039 26 132 28 13 53
3040 26 133 28 13 51
3041 26 134 28 14 69
3042 26 135 28 14 67
3043 26 136 28 14 65
3044 26 137 28 14 61
3045 26 138 28 14 59
3046 26 139 28 14 57
3047 26 140 28 14 53
3048 26 141 28 14 49
3049 26 142 28 17 69
3050 26 143 28 17 65
3051 26 144 28 17 63
3052 26 145 28 17 59
3053 26 146 28 17 57
3054 26 147 28 17 55
3055 26 148 28 17 49
3056 26 149 26 16 69
3057 26 150 26 16 67
3058 26 151 26 16 65
3059 26 152 26 16 61
3060 26 153 26 16 59
3061 26 154 26 16 57
3062 26 155 26 16 53
3063 26 156 26 16 49
3064 26 157 26 15 69
3065 26 158 26 15 65
3066 26 159 26 15 63
3067 26 160 26 15 59
3068 26 161 26 15 57
3069 26 162 26 15 55
3070 26 163 26 15 51
3071 26 164 26 10 69
3072 26 165 26 10 67
3073 26 166 26 10 65
3074 26 167 26 10 61
3075 26 168 26 10 59
3076 26 169 26 10 57
3077 26 170 26 10 55
3078 26 171 26 10 49
3079 26 172 26  8 69
3080 26 173 26  8 67
3081 26 174 26  8 63
3082 26 175 26  8 61
3083 26 176 26  8 59
3084 26 177 26  8 55
3085 26 178 26  8 53
3086 26 179 26  6 71
3087 26 180 26  6 67
3088 26 181 26  6 65
3089 26 182 26  6 63
3090 26 183 26  6 59
3091 26 184 26  6 57
3092 26 185 26  6 55
3093 26 186 26  6 53
3094 26 187 26  4 45
3095 26 188 26  4 43
3096 26 189 26  4 41
3097 26 190 26  4 37
3098 26 191 26  4 35
3099 26 192 26  4 31
3100 26 193 26  4 29
3101 26 194 26  4 25
3102 26 195 25  5 67
3103 26 196 25  5 65
3104 26 197 25  5 63
3105 27   1 25  5 58
3106 27   2 25  5 54
3107 27   3 25  5 53
3108 27   4 25  5 49
3109 27   5 25  7 71
3110 27   6 25  7 68
3111 27   7 25  7 65
3112 27   8 25  7 62
3113 27   9 25  7 58
3114 27  10 25  7 57
3115 27  11 25  7 54
3116 27  12 25  7 51
3117 27  13 25 10 71
3118 27  14 25 10 67
3119 27  15 25 10 66
3120 27  16 25 10 62
3121 27  17 25 10 58
3122 27  18 25 10 54
3123 27  19 25 10 53
3124 27  20 25 10 49
3125 27  21 25 13 71
3126 27  22 25 13 68
3127 27  23 25 13 64
3128 27  24 25 13 63
3129 27  25 25 13 58
3130 27  26 25 13 57
3131 27  27 25 13 54
3132 27  28 25 13 51
3133 27  29 25 14 71
3134 27  30 25 14 67
3135 27  31 25 14 66
3136 27  32 25 14 62
3137 27  33 25 14 58
3138 27  34 25 14 54
3139 27  35 25 14 53
3140 27  36 25 14 49
3141 27  37 25 16 71
3142 27  38 25 16 68
3143 27  39 25 16 64
3144 27  40 25 16 63
3145 27  41 25 16 58
3146 27  42 25 16 54
3147 27  43 25 16 55
3148 27  44 25 16 51
3149 27  45 25 17 71
3150 27  46 25 17 68
3151 27  47 25 17 65
3152 27  48 25 17 62
3153 27  49 25 17 58
3154 27  50 25 17 54
3155 27  51 25 17 53
3156 27  52 25 17 49
3157 27  53 27 16 71
3158 27  54 27 16 68
3159 27  55 27 16 64
3160 27  56 27 16 63
3161 27  57 27 16 58
3162 27  58 27 16 54
3163 27  59 27 16 55
3164 27  60 27 16 51
3165 27  61 27 13 71
3166 27  62 27 13 68
3167 27  63 27 13 65
3168 27  64 27 13 62
3169 27  65 27 13 58
3170 27  66 27 13 57
3171 27  67 27 13 54
3172 27  68 27 13 51
3173 27  69 27  9 71
3174 27  70 27  9 69
3175 27  71 27  9 66
3176 27  72 27  9 62
3177 27  73 27  9 61
3178 27  74 27  9 56
3179 27  75 27  9 54
3180 27  76 27  9 53
3181 27  77 27  9 49
3182 27  78 27  7 69
3183 27  79 27  7 66
3184 27  80 27  7 62
3185 27  81 27  7 61
3186 27  82 27  7 57
3187 27  83 27  7 54
3188 27  84 27  7 50
3189 27  85 27  7 49
3190 27  86 27  6 69
3191 27  87 27  6 65
3192 27  88 27  6 64
3193 27  89 27  6 60
3194 27  90 27  6 59
3195 27  91 27  6 54
3196 27  92 27  6 53
3197 27  93 27  6 48
3198 27  94 27  5 71
3199 27  95 27  5 67
3200 27  96 27  5 64
3201 27  97 27  5 61
3202 27  98 27  5 58
3203 27  99 27  5 54
3204 27 100 27  5 53
3205 27 101 27  5 49
3206 27 102 28  5 69
3207 27 103 28  5 68
3208 27 104 28  5 64
3209 27 105 28  5 61
3210 27 106 28  5 58
3211 27 107 28  5 54
3212 27 108 28  5 53
3213 27 109 28  5 49
3214 27 110 28  7 71
3215 27 111 28  7 68
3216 27 112 28  7 64
3217 27 113 28  7 63
3218 27 114 28  7 58
3219 27 115 28  7 54
3220 27 116 28  7 55
3221 27 117 28  7 51
3222 27 118 28  9 71
3223 27 119 28  9 69
